chname,ename,gbcode,a100009_10,a100010_10,a100003_10,a100004_10,a100011_10,a100007_10,a100008_10,a100006_10,a100005_10,a100002_10,a100001_10
ѱ,WoBaoXiang,513433229,2148,236,1866,911,3743,1866,1482,1998,3864,2000,3866
,XinXingXiang,513433230,1239,276,864,549,1859,863,433,1066,1929,1084,1948
,JianMeiXiang,513433231,1260,219,833,515,1780,833,419,1065,1898,1065,1898
Խ,YueChengZhen,513434100,23576,2469,17287,10551,31461,17236,8941,17536,34772,17699,34986
,ZhongSuoZhen,513434101,5797,808,4474,2703,8055,4473,2327,4458,8931,4458,8932
,XinMinZhen,513434102,6374,635,4931,2659,9052,4931,3194,5272,10203,5272,10203
,NaiTuoZhen,513434103,4143,310,3547,1828,6140,3469,2825,3526,6995,3731,7278
,PuXiongZhen,513434104,11828,748,9180,5082,15513,9133,6909,9856,18989,10305,19485
,XinXiangXiang,513434200,1410,106,1285,657,2370,1285,1070,1301,2586,1301,2586
,MaTuoXiang,513434201,6049,504,5605,2681,10311,5605,4458,5406,11011,5406,11011
,DaRuiXiang,513434202,6196,824,5153,2972,9820,5151,3274,5137,10288,5141,10294
,NanQingXiang,513434203,5159,480,4623,2254,8471,4622,3625,4641,9263,4641,9264
ɽ,DingShanXiang,513434204,3675,476,2817,1677,5140,2815,1574,2901,5716,2908,5725
,DaHuaXiang,513434205,3744,327,3339,1576,6161,3339,2562,3292,6631,3294,6633
Ӷ,HeDongXiang,513434206,4788,452,3956,2014,7260,3956,2704,3988,7944,3988,7944
ɽ,XiShanXiang,513434207,3350,253,3025,1442,4807,3025,2462,3040,6065,3040,6065
,BanQiaoXiang,513434208,4163,374,3556,1637,6660,3525,2638,3576,7101,3619,7175
,WaYanXiang,513434209,4253,276,3607,1582,6475,3602,2865,3753,7355,3787,7394
,DaTunXiang,513434210,5455,565,4336,2366,8180,4307,2713,4353,8660,4397,8733
,BaoAnZangZuXiang,513434211,1828,198,1632,793,3130,1627,1329,1721,3348,1723,3355
׹,BaiGuoXiang,513434212,2573,261,2390,1168,4316,2387,1995,2437,4824,2439,4829
÷,MeiHuaXiang,513434213,1966,170,1637,734,2980,1598,1264,1646,3244,1763,3400
,LaPuXiang,513434214,3412,254,3119,1458,5834,3105,2613,3113,6218,3160,6279
,TieXiXiang,513434215,2570,208,2240,1075,4323,2240,1818,2340,4580,2356,4596
,ErJiaoXiang,513434216,3202,195,2690,1270,4832,2655,2123,2758,5413,2830,5520
ĸ,SiGanPuXiang,513434217,2589,202,2274,1148,4366,2273,1839,2345,4618,2356,4630
Ī,GongMoXiang,513434218,3530,312,2978,1426,5763,2961,2235,3050,6011,3099,6077
,LaBaiXiang,513434219,1408,108,1267,643,2445,1267,1089,1338,2605,1338,2605
,LeQingDiXiang,513434220,3434,356,3071,1474,5671,3071,2448,3167,6238,3167,6238
¼,DeJiXiang,513434221,1139,80,1013,536,1688,1011,869,1066,2077,1075,2088
ذ,YiLuoDiBaXiang,513434222,4230,354,3865,2219,7407,3865,3293,4012,7877,4012,7877
,ErSaiXiang,513434223,2806,228,2313,1188,4189,2304,1894,2590,4894,2615,4928
Ŷ,GuErXiang,513434224,1910,214,1757,897,3440,1751,1485,1837,3588,1852,3609
񰢾,ZhuAJiaoXiang,513434225,1790,118,1575,829,3139,1571,1437,1755,3326,1770,3345
ʯ,BaoShiXiang,513434226,1743,130,1518,740,2846,1518,1262,1617,3135,1617,3135
,WuLiQingXiang,513434227,3452,286,3211,1530,5959,3211,2633,3160,6371,3160,6371
,ShuGuXiang,513434228,3683,296,3388,1621,6519,3388,2857,3445,6833,3448,6836
Ī,WaPuMoXiang,513434229,1950,132,1723,814,3481,1716,1432,1761,3477,1791,3514
,ShenGuoXiang,513434230,1674,125,1510,830,2983,1510,1317,1606,3116,1606,3116
,WaQuJiaoXiang,513434231,1498,127,1436,751,2579,1436,1230,1419,2855,1419,2855
,ShenPuXiang,513434232,2215,201,2088,1016,3891,2083,1753,2072,4155,2081,4169
,WaQuNaiWuXiang,513434233,224,19,197,103,357,197,150,196,393,196,393
,WaLiJiaoXiang,513434234,2006,126,1720,901,3262,1712,1346,1736,3448,1758,3478
,LaJiXiang,513434235,1623,114,1463,704,2717,1463,1208,1482,2945,1482,2945
а,XinShiBaZhen,513435100,35604,2481,25435,14170,36144,25207,14586,26650,51857,27236,52671
,TianBaZhen,513435101,10793,1394,7490,4310,15049,7481,3456,8135,15616,8153,15643
,HaiTangZhen,513435102,2466,243,1967,1089,3692,1964,1327,2053,4017,2069,4036
,JiMiZhen,513435103,2844,186,2283,1416,4783,2282,1965,2680,4962,2712,4995
˹,SiJiaoZhen,513435104,3215,206,2842,1266,4910,2842,2491,3070,5912,3070,5912
ղ,PuChangZhen,513435105,8063,568,6597,3157,10505,6597,5232,7266,13863,7266,13863
,YuTianZhen,513435106,3941,322,3104,1512,5922,3104,2141,3300,6404,3300,6404
ǰ,QianJinXiang,513435200,3875,411,2954,1559,5800,2954,1816,3148,6102,3148,6102
ʤ,ShengLiXiang,513435201,3210,385,2499,1349,4713,2486,1592,2664,5150,2688,5187
²,XinChaXiang,513435202,1600,251,1221,645,2355,1207,750,1359,2566,1380,2601
,LiangHeXiang,513435203,996,152,773,456,1591,771,521,889,1660,896,1669
,LiKeXiang,513435204,2943,184,2531,1029,4419,2516,2177,2748,5264,2773,5304
,NiErJiaoXiang,513435205,2583,182,2276,920,3861,2276,1852,2339,4615,2341,4617
Ī,LaMoXiang,513435206,1009,87,839,464,1445,836,689,925,1761,946,1785
,BoBoXiang,513435207,895,96,749,427,1484,749,584,826,1575,826,1575
,AGaXiang,513435208,2043,183,1681,925,3403,1666,1395,1855,3521,1940,3621
,AErXiang,513435209,5716,367,4702,2155,8741,4691,3724,5101,9792,5105,9807
ʯ,ShiHaiXiang,513435210,4708,290,3887,1810,7135,3887,3038,4149,8036,4149,8036
Ž,TuanJieXiang,513435211,3656,347,2595,1269,4898,2543,1496,2803,5346,2904,5499
,GaRiXiang,513435212,4617,324,3606,1355,6823,3586,2756,3995,7581,4091,7697
,ZeLaXiang,513435213,1814,154,1436,624,2642,1435,1036,1567,3002,1568,3004
ƺ,PingBaXiang,513435214,1941,221,1584,883,2877,1584,1150,1728,3312,1728,3312
ޤƺ,LiaoPingXiang,513435215,2191,229,1778,918,3123,1778,1267,1893,3671,1909,3687
Ⱦ,AZiJiaoXiang,513435216,2235,190,1641,822,3215,1641,1040,1819,3460,1824,3465
ʷ,WuShiDaQiaoXiang,513435217,2388,215,1688,802,3433,1673,1038,1932,3605,1953,3641
,HeiMaXiang,513435218,2893,251,1996,1213,4021,1990,1323,2418,4408,2471,4467
ɳ,ShaDaiXiang,513435219,1683,133,1212,733,2350,1212,869,1473,2685,1473,2685
,SuXiongXiang,513435220,2511,211,1697,846,3205,1671,1093,1780,3451,2118,3815
,BaPuZhen,513436100,12788,669,9593,5541,15552,9462,6006,9502,18964,9870,19463
,JiaoLuoXiang,513436200,3381,255,2898,1342,5271,2898,1937,2675,5573,2675,5573
Ҷ,JingYeTeXiXiang,513436201,4502,331,3529,1629,6710,3529,2295,3592,7121,3599,7128
Ϲ,HeGuLuoXiang,513436202,2752,244,2359,1132,4442,2359,1739,2376,4735,2376,4735
͹,BaGuXiang,513436203,3948,292,3329,1572,6428,3329,2499,3410,6739,3410,6739
ũ,NongZuoXiang,513436204,3046,289,2703,1266,4961,2699,1998,2614,5313,2630,5333
,ZuoGeYiDaXiang,513436205,5147,359,4352,2144,8246,4346,3398,4513,8859,4552,8904
,ZiWeiXiang,513436206,2599,177,1968,921,3384,1967,1212,2003,3970,2020,3988
,YiLuoLaDaXiang,513436207,2211,174,1739,896,3256,1738,1159,1795,3533,1805,3544
䲹,DianBuXiang,513436208,3960,349,3445,1601,5783,3431,2566,3410,6841,3430,6875
,HaLuoXiang,513436209,1519,132,1321,603,2532,1321,1007,1337,2658,1337,2658
ţţ,NiuNiuBaXiang,513436210,8053,589,6554,3297,12447,6554,4678,6766,13320,6766,13320
,ErHeXiang,513436211,2649,204,2224,1057,4445,2223,1675,2298,4521,2304,4528
,ZhuKuXiang,513436212,2877,227,2251,1140,4504,2251,1668,2521,4772,2521,4772
Ī,HouGuMoXiang,513436213,5276,388,4403,1971,8597,4403,3092,4353,8756,4353,8756
,HouBoNaiTuoXiang,513436214,4584,361,3908,1755,7505,3908,2996,3977,7885,4033,7941
ɺ,CaiHongXiang,513436215,2147,167,1839,828,3473,1834,1349,1807,3641,1824,3663
,SuLuoXiang,513436216,2218,185,1860,904,3606,1859,1441,1974,3833,1984,3844
ſ,JiuKouXiang,513436217,6156,439,5131,2448,9503,5131,3743,5196,10327,5207,10338
,LuoEYiGanXiang,513436218,4518,394,3764,1928,6800,3764,2567,3713,7477,3715,7479
ľ,LaMuAJiaoXiang,513436219,5012,307,3991,1882,7202,3915,2737,3919,7834,4065,8056
Ī,LuoMoYiDaXiang,513436220,2723,257,2205,1143,4219,2196,1499,2260,4456,2274,4479
,LiuHongXiang,513436221,3246,318,2783,1465,5265,2774,1977,2735,5509,2758,5541
Լ,LeYueXiang,513436222,2116,199,1772,882,3393,1761,1431,1850,3611,1974,3746
,ErQiXiang,513436223,2077,189,1745,887,3458,1741,1297,1815,3556,1818,3563
߹,WaGuXiang,513436224,1892,179,1492,838,2875,1492,1005,1584,3076,1584,3076
,EQuGuXiang,513436225,3101,238,2712,1220,5054,2711,1960,2583,5294,2587,5299
;,BingTuXiang,513436226,2638,202,2249,1112,4199,2249,1632,2223,4472,2223,4472
ľ,TuoMuXiang,513436227,2731,193,2180,1023,4413,2180,1551,2295,4475,2295,4475
,NiHaXiang,513436228,1278,116,1205,604,2136,1205,925,1114,2319,1114,2319
,LongMenXiang,513436229,5626,452,4662,2199,8938,4656,3124,4517,9173,4540,9202
,YiGuoJiaoXiang,513436230,4904,372,3947,2228,7925,3946,2833,4161,8107,4162,8109
,SaKuXiang,513436231,4974,386,4172,1932,7960,4148,2913,4045,8193,4101,8273
,WaXiXiang,513436232,2287,218,1957,944,3737,1951,1449,1977,3928,1997,3954
,ShuWoXiang,513436233,1438,119,1353,604,2185,1344,1186,1343,2687,1390,2743
,LongWoXiang,513436234,2622,221,2294,1043,4024,2294,1774,2323,4617,2323,4617
,JinChengZhen,513437100,9605,922,6454,4800,10380,6413,2569,6556,12969,6642,13096
,XiNingZhen,513437101,4389,489,3443,1974,5651,3421,2167,3436,6857,3602,7045
ˮ,WenShuiZhen,513437102,7751,707,5457,3172,10884,5439,2959,5906,11345,5960,11417
,HuangLangZhen,513437103,4832,520,3651,1948,6797,3646,2051,3748,7394,3752,7403
,NanTianXiang,513437200,6888,456,4135,2297,7726,4041,1754,3988,8029,4963,9098
,HaiWanXiang,513437201,4957,412,3412,1743,5819,3109,1456,3211,6320,3413,6825
ɼ,ShanShuBaoXiang,513437202,2413,272,1822,1074,3406,1814,1040,1886,3700,1903,3725
,QingKouXiang,513437203,4985,489,3596,1897,7044,3591,1995,3860,7451,3873,7469
,PaHaXiang,513437204,2982,265,2285,1178,4451,2285,1482,2444,4729,2444,4729
ʢ,YongShengXiang,513437205,5523,546,3919,2408,7980,3887,2215,4293,8180,4365,8284
Ϫ,XiLuoMiXiang,513437206,3198,348,2361,1491,4619,2359,1406,2588,4947,2591,4952
,BaiTieBaXiang,513437207,3214,140,1457,961,2261,1328,538,1450,2778,2435,3892
˳,ShunHeXiang,513437208,1383,153,1019,692,1956,1019,591,1106,2125,1108,2127
ɿ,DuKouXiang,513437209,4275,547,3344,1921,6322,3313,2041,3474,6787,3519,6863
,HuiLongChangXiang,513437210,3321,402,2418,1552,4765,2416,1386,2689,5105,2691,5109
,MaHuXiang,513437211,4763,560,3638,1953,6824,3638,2251,3934,7572,3936,7574
,ZhongTianXiang,513437212,3481,384,2683,1506,5008,2675,1648,2809,5484,2830,5513
,GuMiXiang,513437213,3927,474,3111,1482,5918,3111,1906,3196,6307,3196,6307
,GanZiXiang,513437214,1425,182,1093,674,2082,1093,618,1131,2224,1132,2225
˫ӿ,ShuangHeKouXiang,513437215,1093,102,919,431,1610,914,686,949,1863,962,1881
ɽϪ,LuoShanXiXiang,513437216,1776,121,1467,717,2862,1461,1076,1490,2951,1506,2973
,GuiHuaXiang,513437217,2179,182,1723,953,3397,1718,1215,1810,3528,1853,3576
ð,LanBaZiXiang,513437218,1501,95,1170,605,2248,1156,796,1180,2336,1222,2392
ɳ,ShaDuoXiang,513437219,1586,219,1207,725,2230,1205,713,1269,2474,1311,2518
ɽ,ShanLengGangXiang,513437220,3273,206,2570,1300,4828,2526,1815,2644,5170,2724,5294
,ChangHeXiang,513437221,1423,138,1177,584,2182,1173,869,1239,2412,1253,2430
ȶ,GuDuiXiang,513437222,1640,116,1261,607,2427,1257,852,1333,2590,1347,2608
կ,BaZhaiXiang,513437223,3307,226,2628,1410,4386,2614,1817,2665,5279,2722,5350
,LaMiXiang,513437224,1004,72,692,457,1207,682,459,773,1455,843,1535
,SongShuXiang,513437225,2164,175,1732,838,3260,1725,1278,1809,3534,1885,3617
,QuYiXiang,513437226,2256,178,1797,913,3469,1797,1318,1955,3752,1955,3752
ǧ,QianWanGuanXiang,513437227,2275,216,1811,990,3476,1810,1266,1939,3749,1946,3757
,WuGuanXiang,513437228,3250,293,2446,1231,4614,2443,1470,2537,4980,2567,5013
,ShangTianBaXiang,513437229,2546,174,2088,1066,3962,2087,1463,2086,4173,2095,4183
ƺ,DaPingZiXiang,513437230,855,89,660,359,1394,659,476,756,1415,760,1420
,BoJiLiangZiXiang,513437231,1317,107,1032,519,1892,1024,710,1068,2092,1102,2134
С,XiaoGouXiang,513437232,640,42,432,318,830,432,333,583,1015,583,1015
Ī,MoHongXiang,513437233,1960,146,1592,854,2780,1580,1197,1622,3202,1711,3303
˾,KeJiaoXiang,513437234,348,22,196,119,404,184,122,229,413,296,492
ƺͷ,PingTouXiang,513437235,1538,139,1221,773,2350,1217,900,1335,2552,1356,2577
׳,LeiChiXiang,513437236,2406,222,1839,1045,3776,1839,1281,2070,3909,2070,3909
͹,BaGuXiang,513437237,2236,161,1791,859,3380,1783,1152,1720,3503,1758,3549
,MiGuXiang,513437238,3144,295,2528,1259,5074,2521,1674,2567,5088,2585,5113
һ,YiCheXiang,513437239,2094,210,1673,894,3454,1665,1225,1839,3504,1856,3529
˹Ϫ,SiGuXiXiang,513437240,1169,86,948,483,1844,948,723,1030,1978,1030,1978
,KaHaLuoXiang,513437241,3761,305,2826,1572,5621,2814,1859,3063,5877,3099,5925
Ԫɽ,YuanBaoShanXiang,513437242,5518,392,4303,2007,8339,4302,2956,4557,8859,4563,8866
Ҷ,DaYanDongXiang,513437243,1099,108,866,467,1636,866,611,952,1818,952,1818
ҽ,YanJiaoXiang,513437244,2327,207,1785,923,3560,1780,1191,1911,3691,1940,3725
»·ֵ´,XinHuaLuJieDaoBanShiChu,520102001,18519,3071,12429,8775,16159,11940,2932,11448,23388,12093,24522
·ֵ´,XiHuLuJieDaoBanShiChu,520102002,56935,8095,37670,23269,47617,33180,9253,31687,64867,36613,74283
Žֵ´,DaNanMenJieDaoBanShiChu,520102003,10713,1477,7063,5092,7030,6605,1579,6222,12827,6706,13769
л·ֵ´,ZhongHuaNanLuJieDaoBanShiChu,520102004,3926,524,2513,1727,2830,2306,515,2162,4468,2452,4965
и·ֵ´,ShiFuLuJieDaoBanShiChu,520102005,10458,1807,7038,4854,7911,6721,1512,6345,13066,6739,13777
ӱֵ´,HeBinJieDaoBanShiChu,520102006,21001,3501,14118,9220,15260,12704,2671,11931,24635,13055,27173
·ֵ´,ZunYiLuJieDaoBanShiChu,520102007,45754,6290,28607,19377,35237,26897,6757,26099,52996,30194,58801
˹·ֵ´,XingGuanLuJieDaoBanShiChu,520102008,44832,6542,29199,21306,36130,28855,7456,28504,57359,29631,58830
ɳ·ֵ´,ShaChongLuJieDaoBanShiChu,520102009,53124,6032,34194,24323,31161,33464,9642,33365,66829,34604,68798
̫Žֵ´,TaiCiQiaoJieDaoBanShiChu,520102010,36439,4860,23575,16763,26156,22681,6251,22405,45086,23975,47550
԰ֵ´,HuaGuoYuanJieDaoBanShiChu,520102011,34235,4526,22408,15046,28024,21237,5536,20838,42075,21889,44297
եֵֽ´,YouZhaJieJieDaoBanShiChu,520102012,53598,7382,35041,24152,42566,33951,9441,33758,67709,35380,70421
в˾ֵ´,ZhongCaoSiJieDaoBanShiChu,520102013,24578,3194,15515,11452,17248,15294,4667,15462,30756,16924,32439
կֵ´,ErGeZhaiJieDaoBanShiChu,520102014,34078,4777,21795,13992,26122,18796,5569,19197,37993,22629,44424
�ֵ´,LongDongBaoJieDaoBanShiChu,520102015,23683,1229,11434,3236,12908,4501,1639,4638,9139,15117,26551
,HouChaoXiang,520102200,92268,2701,58543,43325,16183,57558,29955,63988,121546,66381,124924
ƹ,YunGuanXiang,520102201,45483,1943,30241,19690,17721,29594,14902,30801,60395,32087,62328
С̲,XiaoBiBuYiZuMiaoZuXiang,520102202,13124,1155,8549,4856,12939,8288,3757,8793,17081,9487,18036
,YongLeXiang,520102203,9835,995,6314,3699,10868,6202,2608,6761,12963,7124,13438
л·ֵ´,ZhongHuaZhongLuJieDaoBanShiChu,520103001,12131,1677,8331,5474,11229,8002,2244,7358,15360,7721,16052
ɽ·ֵ´,ZhongShanDongLuJieDaoBanShiChu,520103002,39992,5581,26473,18984,29066,25840,6278,24604,50444,25378,51851
ɽ·ֵ´,ZhongShanXiLuJieDaoBanShiChu,520103003,12905,1668,8384,6038,9686,7935,1942,7693,15628,8131,16515
л·ֵ´,ZhongHuaBeiLuJieDaoBanShiChu,520103004,7029,1007,4622,3327,5831,4405,1010,4140,8545,4424,9046
·ֵ´,BeiJingLuJieDaoBanShiChu,520103005,30816,6437,21338,14777,30536,20817,4626,19663,40480,20541,41879
Ӱ·ֵ´,YanAnZhongLuJieDaoBanShiChu,520103006,16751,2206,10978,7694,12369,10186,2258,9546,19732,10237,21215
·ֵ´,ShiXiLuJieDaoBanShiChu,520103007,26126,3138,16875,12199,15246,16468,4185,16180,32648,16574,33449
·ֵ´,PuTuoLuJieDaoBanShiChu,520103008,23413,3159,15358,11374,18477,15247,3229,14270,29517,14443,29801
Ǳ·ֵ´,HuanChengBeiLuJieDaoBanShiChu,520103009,15270,2271,9646,7165,11407,9450,1999,9112,18562,9894,19540
·ֵ´,GuiWuLuJieDaoBanShiChu,520103010,75379,9784,49965,31515,53699,44423,11754,42509,86932,46952,96917
ǭ鶫·ֵ´,QianLingDongLuJieDaoBanShiChu,520103011,39205,4174,25092,13690,26634,18512,4174,17849,36361,22461,47553
·ֵ´,WeiQingLuJieDaoBanShiChu,520103012,17949,2939,11912,8591,14017,11622,2551,11176,22798,11527,23439
ͷŽֵ´,TouQiaoJieDaoBanShiChu,520103013,60954,7060,39095,27520,39796,37858,10341,37473,75331,39260,78355
Žֵ´,SanQiaoJieDaoBanShiChu,520103014,33328,3724,21064,13847,21871,18859,5655,19210,38069,21643,42707
լ·ֵ´,ZhaiJiLuJieDaoBanShiChu,520103015,57047,4379,35157,16691,39173,23019,6962,22439,45458,33231,68388
ؽֵ´,JinGuanJieDaoBanShiChu,520103016,43266,2265,22033,15194,20026,18778,7749,20814,39592,31247,53280
Ѽֵ´,JinYaJieDaoBanShiChu,520103017,64845,5661,38025,24918,39225,34279,12735,37022,71301,45216,83241
ݽֵ´,JinHuiJieDaoBanShiChu,520103018,6887,487,4514,2654,4540,4449,2044,4680,9129,4904,9418
ǭ,QianLingZhen,520103100,167852,6395,101960,76143,47327,94898,40013,103115,198013,112300,214260
ֵ´,GuiZhuJieDaoBanShiChu,520111001,53831,4955,32888,18057,43053,26992,10080,26793,53785,35978,68866
Ϫֵ´,QingXiJieDaoBanShiChu,520111002,24133,2773,16402,10124,21286,15368,5472,14973,30341,15976,32378
Ϫֵ´,XiBeiJieDaoBanShiChu,520111003,59908,3288,34409,12192,38530,18675,7240,18695,37370,36027,70436
,QingYanZhen,520111101,22310,2339,15178,8057,27166,14953,6058,15271,30224,15529,30707
ʯ,ShiBanZhen,520111102,15461,1976,10460,5682,19278,10188,4101,10692,20880,11078,21538
Ϲ岼,MengGuanMiaoZuBuYiZuXiang,520111201,15812,1479,10737,5927,18465,10576,4594,10841,21417,11148,21885
,DangWuXiang,520111203,13241,1483,8866,4877,16676,8688,3528,9183,17871,9386,18252
岼,HuChaoMiaoZuBuYiZuXiang,520111204,19386,2283,13143,5799,20126,9431,3707,9489,18920,12233,25376
ð,JiuAnXiang,520111205,8728,1041,5922,3447,11020,5870,2604,6372,12242,6451,12373
ƺ,MaiPingXiang,520111206,11304,1370,7711,4472,13950,7630,3286,8080,15710,8249,15960
,GaoPoMiaoZuXiang,520111207,8636,1445,6932,4022,13074,6891,4116,7143,14034,7265,14197
ǭղ,QianTaoBuYiZuMiaoZuXiang,520111208,5618,850,3961,2455,7299,3919,1665,4086,8005,4172,8133
岼,MaLingBuYiZuMiaoZuXiang,520111209,4611,798,3152,2038,6065,3137,1274,3493,6630,3531,6683
¥,YanLouXiang,520111210,8871,998,5778,3341,10970,5731,2328,6249,11980,6419,12197
ֵ´,XinTianJieDaoBanShiChu,520112001,33321,3252,20432,13819,22184,19550,6853,19407,38957,22994,43426
·ֵ´,GaoXinLuJieDaoBanShiChu,520112002,58194,5359,38105,23603,44371,32867,11492,33146,66013,36940,75045
ֵ´,JinYangJieDaoBanShiChu,520112003,77461,4152,47700,26659,42651,40646,19363,42048,82694,53276,100976
,ZhuChangZhen,520112100,17165,1946,11646,6884,19824,11581,5170,11890,23471,12635,24281
,DongFengZhen,520112101,22856,2065,14659,8620,20587,14139,5939,14796,28935,16201,30860
ˮ,ShuiTianZhen,520112102,9080,1210,6267,3857,11021,6239,2696,6592,12831,6719,12986
,YangChangZhen,520112103,6828,1139,4676,3376,8521,4653,1781,5036,9689,5072,9748
,JinHuaZhen,520112104,30280,4144,19513,12680,32798,19216,7575,19776,38992,22486,41999
°,XiaBaXiang,520112202,7942,1310,5498,3868,10491,5476,2308,6031,11507,6062,11560
±,XinBaoBuYiZuXiang,520112203,2769,478,1936,1381,3536,1927,805,2091,4018,2116,4052
³,XinChangXiang,520112204,7470,1260,5241,3860,9601,5200,2280,5723,10923,5769,11010
,BaiYiXiang,520112205,5819,1081,3968,3014,7498,3931,1584,4411,8342,4516,8484
ƫ²,PianPoBuYiZuXiang,520112206,1163,182,771,506,1424,767,298,869,1636,872,1643
ũ,GuiYangShiSanJiangNongChang,520112400,659,122,438,306,432,433,120,449,882,463,901
ɽֵ´,DaShanDongJieDaoBanShiChu,520113001,31090,2705,16608,11868,23839,16224,6125,16363,32587,23312,39920
կֵ´,GongJiaZhaiJieDaoBanShiChu,520113002,29191,4595,19473,15055,29058,19244,5446,19291,38535,19759,39232
ɽֵ´,YanShanHongJieDaoBanShiChu,520113003,22961,3975,15972,11429,19201,15685,4839,15242,30927,15803,31775
Ӫֵ´,DouLaYingJieDaoBanShiChu,520113004,5546,676,3438,2881,5082,3209,823,3456,6665,3607,7045
ɽ,YanShanHongZhen,520113100,47008,2383,30710,19220,18114,29929,15541,32569,62498,34222,64932
,MaiJiaZhen,520113101,26170,1221,15864,5658,23487,10608,5079,10969,21577,16606,32470
ɳ,ShaWenZhen,520113102,18585,1617,12479,7317,18493,12315,5639,12867,25182,13362,25841
,DouLaBuYiZuXiang,520113200,9700,686,6298,3508,7280,6108,3022,6401,12509,7110,13408
ţ,NiuChangBuYiZuXiang,520113201,6750,975,4835,2811,8200,4737,2148,4915,9652,5038,9873
ƺӽֵ´,HuangHeJieDaoBanShiChu,520114001,60454,7108,36408,26217,37000,35545,11903,35529,71074,43057,79465
ֵ´,ChangJiangJieDaoBanShiChu,520114002,44918,5652,30125,21589,35111,29532,10001,29457,58989,30446,60571
ƽŽֵ´,PingQiaoJieDaoBanShiChu,520114003,47410,4024,31045,21866,29977,30345,12999,31932,62277,33388,64433
ֵ´,SanJiangJieDaoBanShiChu,520114004,18438,2152,11781,8587,15412,11577,4260,12436,24013,13069,24850
´,JinZhuSheQuBanShiChu,520114005,13799,1307,9154,5423,11730,8683,3645,8929,17612,9597,18751
ǹ,ChengGuanZhen,520121100,68007,5842,46049,29509,64405,44627,19107,45392,90019,46907,92956
˫,ShuangLiuZhen,520121101,20598,2573,13690,8766,26109,13069,5485,13838,26907,14966,28656
,JinZhongZhen,520121102,18120,1742,11379,7963,18378,11222,4301,11883,23105,12784,24163
,FengSanZhen,520121103,19324,2462,12967,8986,25983,12967,4980,13799,26766,13799,26766
ľ,NanMuDuZhen,520121104,22851,3212,15690,10020,30989,15107,6093,15780,30887,16466,32156
,LongGangZhen,520121105,20582,2803,14258,9181,26746,14045,5974,14846,28891,15101,29359
,NanLongXiang,520121200,9267,1387,6368,4510,12866,6352,2605,6856,13208,6891,13259
,YongWenXiang,520121201,10435,1334,6854,4483,13699,6791,2625,7368,14159,7540,14394
լ,ZhaiJiXiang,520121202,8814,1348,6266,4100,12596,6258,2888,6752,13010,6784,13050
,HuaLiXiang,520121203,12543,1944,9035,6323,17616,9001,3957,9340,18341,9409,18444
ˮ,LongShuiXiang,520121204,5773,972,4180,2991,8168,4123,1772,4211,8334,4337,8517
ƺ,MiPingXiang,520121205,3609,610,2631,1773,5124,2630,1135,2714,5344,2723,5354
̷,HeFengXiang,520121206,7602,1307,5319,3816,10356,5218,2176,5580,10798,5766,11085
Ͻ,NanJiangXiang,520121207,9876,1554,6859,4496,13352,6791,2835,7249,14040,7406,14265
կ,GaoZhaiXiang,520121208,11894,1867,8409,5831,16373,8331,3918,8898,17229,9270,17679
ë,MaoYunXiang,520121209,5427,952,3824,2761,7546,3770,1766,4192,7962,4321,8145
